product_id,product_name,category,brand,supplier_id,cost_price,selling_price,product_status
PROD00323,Beatae Groceries,Groceries,Nike,SUP126,4524.4,5518.07,Active
PROD00324,Libero Clothing,Clothing,Adidas,SUP118,2398.77,2917.08,Active
PROD00325,Ipsum Groceries,Groceries,Nestle,SUP172,457.71,615.82,Active
PROD00326,Cum Sports,Sports,Amul,SUP190,2223.88,3546.21,Active
PROD00327,Dolor Sports,Sports,Philips,SUP076,3320.61,4935.93,Active
PROD00328,Error Home & Kitchen,Home & Kitchen,Puma,SUP080,4210.3,6067.98,Active
PROD00329,Iste Sports,Sports,Adidas,SUP141,1664.46,2117.61,Active
PROD00330,Numquam Groceries,Groceries,Philips,SUP197,2635.06,3112.04,Active
PROD00331,Facere Home & Kitchen,Home & Kitchen,Nike,SUP064,1765.39,2137.58,Active
PROD00332,Quaerat Sports,Sports,Dove,SUP156,2217.06,2611.31,Active
PROD00333,Voluptatibus Electronics,Electronics,Nike,SUP131,4382.99,5333.6,Active
PROD00334,Velit Sports,Sports,Puma,SUP086,1999.36,2598.94,Active
PROD00335,Tenetur Home & Kitchen,Home & Kitchen,Sony,SUP138,918.4,1053.97,Active
PROD00336,Ab Home & Kitchen,Home & Kitchen,Samsung,SUP079,4137.58,5528.78,Active
PROD00337,Incidunt Beauty,Beauty,Adidas,SUP139,1032.02,1513.85,Active
PROD00338,Delectus Beauty,Beauty,Sony,SUP138,100.6,111.28,Active
PROD00339,Deleniti Electronics,Electronics,Dove,SUP176,4821.26,6114.81,Active
PROD00340,Veniam Electronics,Electronics,Sony,SUP058,2720.74,3679.44,Active
PROD00341,Labore Home & Kitchen,Home & Kitchen,Nestle,SUP030,1602.8,2157.71,Active
PROD00342,Voluptatem Sports,Sports,Amul,SUP175,55.79,72.4,Active
PROD00343,Facere Groceries,Groceries,Adidas,SUP120,4992.18,7638.69,Active
PROD00344,Dolores Beauty,Beauty,Samsung,SUP137,1931.05,2596.61,Active
PROD00345,Quod Beauty,Beauty,Nike,SUP162,4025.81,5362.14,Active
PROD00346,Rem Groceries,Groceries,Adidas,SUP014,765.17,869.93,Active
PROD00347,Alias Home & Kitchen,Home & Kitchen,Adidas,SUP080,4626.47,6708.51,Active
PROD00348,Quaerat Beauty,Beauty,Puma,SUP106,3778.94,5605.71,Active
PROD00349,Incidunt Electronics,Electronics,Sony,SUP051,479.27,594.96,Active
PROD00350,Nulla Electronics,Electronics,LG,SUP003,3244.81,4434.11,Active
PROD00351,Sapiente Groceries,Groceries,Sony,SUP180,4168.87,5350.31,Active
PROD00352,Fuga Home & Kitchen,Home & Kitchen,Philips,SUP137,4137.99,5234.58,Active
PROD00353,Expedita Home & Kitchen,Home & Kitchen,Dove,SUP148,2444.09,3251.84,Active
PROD00354,Placeat Electronics,Electronics,Samsung,SUP105,1617.34,2444.36,Active
PROD00355,Consequatur Groceries,Groceries,Philips,SUP132,1771.65,1980.48,Active
PROD00356,Fugit Groceries,Groceries,Amul,SUP068,4567.27,6711.9,Active
PROD00357,Repellendus Sports,Sports,Samsung,SUP079,3196.54,4753.02,Active
PROD00358,Facilis Clothing,Clothing,Nestle,SUP030,343.68,458.68,Active
PROD00359,Quasi Electronics,Electronics,Sony,SUP075,1489.59,1786.11,Active
PROD00360,Dignissimos Beauty,Beauty,Samsung,SUP183,424.32,665.13,Active
PROD00361,Vero Sports,Sports,Adidas,SUP062,4768.07,5562.96,Active
PROD00362,Earum Electronics,Electronics,Puma,SUP060,4209.27,4699.63,Active
PROD00363,Distinctio Groceries,Groceries,Amul,SUP163,1537.26,1938.27,Active
PROD00364,Tenetur Beauty,Beauty,Nike,SUP142,174.07,236.91,Active
PROD00365,Iste Groceries,Groceries,Nike,SUP025,2633.13,3248.68,Active
PROD00366,Deserunt Sports,Sports,Philips,SUP052,1289.51,1446.59,Active
PROD00367,Ex Sports,Sports,Samsung,SUP001,1018.25,1466.95,Discontinued
PROD00368,Iusto Clothing,Clothing,Adidas,SUP146,2017.98,3194.27,Active
PROD00369,Fuga Electronics,Electronics,Samsung,SUP102,4671.26,6973.73,Active
PROD00370,Culpa Clothing,Clothing,Philips,SUP089,4906.61,7291.54,Active
PROD00371,Saepe Electronics,Electronics,Adidas,SUP114,2156.93,2910.1,Active
PROD00372,Modi Electronics,Electronics,Dove,SUP170,898.53,1348.14,Active
PROD00373,Pariatur Beauty,Beauty,Amul,SUP105,1122.94,1397.44,Active
PROD00374,Voluptates Beauty,Beauty,Puma,SUP138,1575.85,2060.45,Active
PROD00375,Magnam Home & Kitchen,Home & Kitchen,Puma,SUP055,831.26,1095.59,Active
PROD00376,Ipsam Home & Kitchen,Home & Kitchen,Philips,SUP122,4540.18,4997.99,Active
PROD00377,Eius Beauty,Beauty,Adidas,SUP139,1389.6,1887.66,Active
PROD00378,Consequuntur Groceries,Groceries,Nestle,SUP189,2770.52,3745.84,Active
PROD00379,Nisi Groceries,Groceries,Nestle,SUP182,1932.14,2422.16,Active
PROD00380,Corporis Clothing,Clothing,Amul,SUP122,3689.1,4833.0,Active
PROD00381,Veniam Groceries,Groceries,Dove,SUP150,1861.29,2158.6,Active
PROD00382,Molestiae Electronics,Electronics,Philips,SUP071,394.76,560.2,Active
PROD00383,Culpa Electronics,Electronics,Nike,SUP067,1005.42,1478.85,Active
PROD00384,Numquam Beauty,Beauty,Nestle,SUP019,1627.75,2431.62,Active
PROD00385,Modi Home & Kitchen,Home & Kitchen,Amul,SUP178,3802.08,4183.73,Active
PROD00386,Debitis Clothing,Clothing,Adidas,SUP163,1703.48,2040.06,Active
PROD00387,Voluptates Electronics,Electronics,LG,SUP031,4298.0,5524.02,Active
PROD00388,Nulla Home & Kitchen,Home & Kitchen,LG,SUP188,389.36,591.54,Active
PROD00389,Ipsa Clothing,Clothing,Nike,SUP020,2639.2,2990.31,Active
PROD00390,Nobis Beauty,Beauty,Puma,SUP129,1219.14,1475.47,Active
PROD00391,Ad Electronics,Electronics,LG,SUP024,1011.98,1381.48,Active
PROD00392,Dolorum Clothing,Clothing,LG,SUP128,1546.57,1967.93,Active
PROD00393,Nobis Electronics,Electronics,Philips,SUP039,1585.49,1786.68,Active
PROD00394,Deleniti Clothing,Clothing,Philips,SUP047,1634.73,1998.19,Active
PROD00395,Quis Electronics,Electronics,Samsung,SUP092,3959.7,6149.36,Active
PROD00396,Aut Sports,Sports,Puma,SUP157,2610.11,3704.69,Active
PROD00397,Est Clothing,Clothing,Sony,SUP164,1247.23,1410.81,Active
PROD00398,Ipsa Clothing,Clothing,Nestle,SUP025,3600.24,4424.74,Active
PROD00399,Ipsam Electronics,Electronics,Samsung,SUP161,838.75,1102.28,Active
PROD00400,Corporis Groceries,Groceries,Sony,SUP162,1223.13,1527.05,Active
PROD00401,Omnis Home & Kitchen,Home & Kitchen,Amul,SUP177,4127.41,6238.95,Active
PROD00402,Dignissimos Electronics,Electronics,Nestle,SUP171,3697.34,5568.28,Active
PROD00403,Unde Electronics,Electronics,Dove,SUP057,841.29,961.28,Active
PROD00404,Quam Electronics,Electronics,Dove,SUP196,2943.34,4408.68,Active
PROD00405,Quos Beauty,Beauty,Amul,SUP186,781.66,1175.3,Active
PROD00406,Nam Clothing,Clothing,LG,SUP042,3261.35,4480.6,Active
PROD00407,Impedit Clothing,Clothing,LG,SUP024,4742.93,5836.42,Active
PROD00408,Dicta Sports,Sports,Amul,SUP039,2710.43,3262.49,Active
PROD00409,Beatae Electronics,Electronics,Nike,SUP159,2713.15,4319.84,Active
PROD00410,Rem Electronics,Electronics,Philips,SUP002,2180.67,3220.59,Active
PROD00411,Ullam Groceries,Groceries,Puma,SUP134,3501.95,4937.67,Active
PROD00412,Culpa Electronics,Electronics,Amul,SUP184,124.21,161.09,Active
PROD00413,Veritatis Sports,Sports,Samsung,SUP143,2923.09,4063.65,Active
PROD00414,Eum Clothing,Clothing,LG,SUP144,3819.95,5758.56,Active
PROD00415,Praesentium Groceries,Groceries,Adidas,SUP081,197.61,223.66,Active
PROD00416,Neque Sports,Sports,Nestle,SUP120,3155.19,4209.48,Active
PROD00417,Rerum Home & Kitchen,Home & Kitchen,Nike,SUP050,1933.67,2503.45,Active
PROD00418,Provident Home & Kitchen,Home & Kitchen,Amul,SUP133,1556.35,2390.75,Active
PROD00419,Tempore Electronics,Electronics,LG,SUP002,2256.54,3056.82,Active
PROD00420,Repudiandae Electronics,Electronics,Nike,SUP082,4384.54,5839.52,Active
PROD00421,Repudiandae Clothing,Clothing,Puma,SUP129,3941.96,4841.67,Discontinued
PROD00422,Ex Beauty,Beauty,Samsung,SUP154,2104.6,3320.6,Active
PROD00423,Asperiores Electronics,Electronics,Adidas,SUP033,1978.86,2345.98,Active
PROD00424,Est Groceries,Groceries,Samsung,SUP116,4347.85,6339.17,Active
PROD00425,Provident Home & Kitchen,Home & Kitchen,LG,SUP138,565.77,754.47,Active
PROD00426,Facere Electronics,Electronics,LG,SUP188,3809.02,5696.4,Active
PROD00427,Rem Clothing,Clothing,Philips,SUP011,1219.73,1598.78,Active
PROD00428,Nihil Sports,Sports,Samsung,SUP104,2302.47,2836.88,Active
PROD00429,Qui Groceries,Groceries,Philips,SUP013,589.21,698.86,Active
PROD00430,Labore Groceries,Groceries,LG,SUP121,390.36,570.77,Active
PROD00431,Temporibus Beauty,Beauty,Samsung,SUP197,2210.45,3429.74,Active
PROD00432,Accusantium Sports,Sports,LG,SUP040,2869.36,3595.14,Active
PROD00433,Vero Beauty,Beauty,Puma,SUP001,4221.88,6246.62,Active
PROD00434,Voluptate Beauty,Beauty,Nestle,SUP078,4119.09,4955.15,Active
PROD00435,Impedit Beauty,Beauty,Dove,SUP091,2261.41,3173.98,Active
PROD00436,Quidem Home & Kitchen,Home & Kitchen,Samsung,SUP126,2336.84,2587.58,Active
PROD00437,Exercitationem Clothing,Clothing,Puma,SUP101,203.44,234.84,Active
PROD00438,Pariatur Groceries,Groceries,Philips,SUP197,4773.48,6155.59,Active
PROD00439,Quae Sports,Sports,Nestle,SUP079,2833.37,3529.49,Active
PROD00440,Dolor Sports,Sports,Sony,SUP029,4795.54,6326.69,Active
PROD00441,Quo Beauty,Beauty,Samsung,SUP113,2942.57,4273.51,Active
PROD00442,Impedit Groceries,Groceries,Nike,SUP003,1661.11,1885.05,Active
PROD00443,Consequuntur Groceries,Groceries,LG,SUP012,3033.94,3858.74,Discontinued
PROD00444,Labore Groceries,Groceries,Adidas,SUP037,210.76,330.26,Active
PROD00445,Officia Sports,Sports,Nestle,SUP134,1832.61,2625.33,Active
PROD00446,Dolorem Home & Kitchen,Home & Kitchen,Sony,SUP037,1508.14,2190.06,Active
PROD00447,Dignissimos Groceries,Groceries,Philips,SUP108,3912.7,6211.75,Active
PROD00448,Reiciendis Sports,Sports,Puma,SUP093,304.13,340.84,Active
PROD00449,Cupiditate Home & Kitchen,Home & Kitchen,Puma,SUP139,3740.81,5035.04,Active
PROD00450,Nisi Beauty,Beauty,Nestle,SUP182,656.27,932.81,Active
PROD00451,Fuga Beauty,Beauty,LG,SUP191,1845.23,2109.01,Active
PROD00452,Culpa Beauty,Beauty,Samsung,SUP144,3277.95,4711.16,Active
PROD00453,Voluptates Home & Kitchen,Home & Kitchen,Puma,SUP034,1347.96,2148.31,Active
PROD00454,Quos Clothing,Clothing,Nestle,SUP154,776.1,995.64,Active
PROD00455,Vel Home & Kitchen,Home & Kitchen,Adidas,SUP141,2023.44,3065.44,Active
PROD00456,Aliquid Sports,Sports,Dove,SUP164,1180.04,1457.67,Active
PROD00457,Nisi Sports,Sports,Puma,SUP009,2573.22,4006.86,Active
PROD00458,Dolorum Beauty,Beauty,Puma,SUP133,2239.24,3459.39,Active
PROD00459,Rerum Clothing,Clothing,Sony,SUP105,2455.41,3667.13,Active
PROD00460,Dignissimos Clothing,Clothing,Amul,SUP114,702.5,786.28,Active
PROD00461,Exercitationem Groceries,Groceries,Amul,SUP074,4873.55,7489.75,Active
PROD00462,Deserunt Electronics,Electronics,Amul,SUP018,1713.94,1932.08,Active
PROD00463,Quisquam Clothing,Clothing,LG,SUP053,2322.08,3221.66,Active
PROD00464,Doloribus Sports,Sports,Dove,SUP079,2272.57,2563.15,Active
PROD00465,Fugit Sports,Sports,Philips,SUP162,1707.18,2316.7,Active
PROD00466,Natus Beauty,Beauty,Dove,SUP193,445.61,709.44,Active
PROD00467,Officia Sports,Sports,Adidas,SUP110,427.61,542.63,Active
PROD00468,Dolores Beauty,Beauty,Philips,SUP064,3872.06,5416.22,Active
PROD00469,Molestiae Clothing,Clothing,Sony,SUP074,1664.91,2310.9,Active
PROD00470,Consequuntur Sports,Sports,Adidas,SUP187,4464.52,6068.36,Active
PROD00471,Est Groceries,Groceries,Nestle,SUP172,3782.7,5528.36,Active
PROD00472,Soluta Clothing,Clothing,Puma,SUP169,3176.52,3971.11,Active
PROD00473,Laudantium Home & Kitchen,Home & Kitchen,Amul,SUP149,2583.79,3451.26,Active
PROD00474,Sit Home & Kitchen,Home & Kitchen,Philips,SUP194,1571.91,2438.11,Active
PROD00475,Cupiditate Groceries,Groceries,Puma,SUP040,2969.32,3895.18,Active
PROD00476,Iste Clothing,Clothing,Puma,SUP059,3814.7,4674.81,Active
PROD00477,Voluptatum Sports,Sports,Sony,SUP018,338.46,535.02,Active
PROD00478,Iste Home & Kitchen,Home & Kitchen,Nestle,SUP190,585.98,685.94,Active
PROD00479,Totam Beauty,Beauty,Dove,SUP027,3482.92,4709.05,Active
PROD00480,Aliquam Beauty,Beauty,Sony,SUP046,1534.69,1989.48,Active
PROD00481,Amet Beauty,Beauty,Samsung,SUP161,4424.03,5266.08,Active
PROD00482,Cum Beauty,Beauty,Nike,SUP008,1604.69,1785.88,Active
PROD00483,Aliquam Sports,Sports,LG,SUP181,121.6,137.08,Active
PROD00484,Illum Clothing,Clothing,Adidas,SUP049,4973.33,5919.17,Active
PROD00485,Fugit Beauty,Beauty,Puma,SUP184,4847.73,6207.08,Discontinued
PROD00486,Aut Home & Kitchen,Home & Kitchen,Adidas,SUP166,3227.93,3967.68,Active
PROD00487,Sed Electronics,Electronics,Sony,SUP191,1190.68,1754.29,Active
PROD00488,Rem Sports,Sports,Sony,SUP078,203.41,294.3,Active
PROD00489,Fuga Clothing,Clothing,Puma,SUP162,3207.37,4734.35,Active
PROD00490,Harum Electronics,Electronics,Amul,SUP015,1715.25,2680.31,Active
PROD00491,Non Beauty,Beauty,Dove,SUP043,1713.72,2060.21,Active
PROD00492,Adipisci Electronics,Electronics,Amul,SUP067,2729.84,3891.6,Active
PROD00493,Quo Groceries,Groceries,Sony,SUP118,2712.15,3208.02,Active
PROD00494,Est Sports,Sports,Philips,SUP062,1351.66,2007.14,Active
PROD00495,Velit Home & Kitchen,Home & Kitchen,Amul,SUP004,4619.74,5667.15,Active
PROD00496,Deleniti Clothing,Clothing,Amul,SUP019,4301.84,6877.11,Active
PROD00497,Occaecati Clothing,Clothing,Adidas,SUP123,1209.03,1355.21,Active
PROD00498,A Groceries,Groceries,Samsung,SUP020,3273.64,4829.78,Active
PROD00499,Ducimus Home & Kitchen,Home & Kitchen,Nike,SUP125,1423.91,1783.25,Active
PROD00500,Illum Groceries,Groceries,Amul,SUP050,3665.3,4340.64,Active
PROD00501,Inventore Sports,Sports,Sony,SUP069,1329.36,1819.96,Active
PROD00502,Necessitatibus Beauty,Beauty,Amul,SUP184,593.02,944.13,Active
PROD00503,Odit Groceries,Groceries,Dove,SUP100,925.72,1066.04,Active
PROD00504,Temporibus Home & Kitchen,Home & Kitchen,Sony,SUP024,1081.0,1330.58,Active
PROD00505,Vel Clothing,Clothing,Adidas,SUP004,2241.87,3454.17,Active
PROD00506,Unde Home & Kitchen,Home & Kitchen,Adidas,SUP074,3104.34,3962.56,Active
PROD00507,Quis Beauty,Beauty,Puma,SUP104,1014.21,1277.83,Active
PROD00508,Laboriosam Clothing,Clothing,Nike,SUP042,1787.7,2286.59,Active
PROD00509,Recusandae Clothing,Clothing,Amul,SUP027,3661.98,5177.61,Active
PROD00510,Dolor Home & Kitchen,Home & Kitchen,Samsung,SUP049,2015.73,3213.94,Active
PROD00511,Commodi Home & Kitchen,Home & Kitchen,Philips,SUP196,3458.88,5432.95,Active
PROD00512,Tempora Home & Kitchen,Home & Kitchen,Philips,SUP080,3222.7,3806.32,Active
PROD00513,Eaque Beauty,Beauty,Dove,SUP139,3837.78,4323.52,Active
PROD00514,Nihil Electronics,Electronics,Puma,SUP200,4743.39,7112.56,Active
PROD00515,Non Clothing,Clothing,LG,SUP118,721.87,971.53,Active
PROD00516,Nihil Clothing,Clothing,Dove,SUP131,949.06,1286.01,Active
PROD00517,Est Clothing,Clothing,Sony,SUP157,333.08,458.58,Active
PROD00518,Qui Clothing,Clothing,Samsung,SUP103,1563.91,2142.78,Active
PROD00519,Fugiat Clothing,Clothing,Sony,SUP138,2499.58,3495.49,Active
PROD00520,Esse Groceries,Groceries,Puma,SUP180,3472.03,4642.95,Active
PROD00521,Voluptatem Sports,Sports,Dove,SUP062,2757.12,3678.99,Active
PROD00522,Est Home & Kitchen,Home & Kitchen,Philips,SUP029,2331.29,3090.03,Active
PROD00523,Odit Beauty,Beauty,LG,SUP041,3137.16,4826.1,Active
PROD00524,Officia Clothing,Clothing,Adidas,SUP154,3775.81,4908.6,Active
PROD00525,Vel Sports,Sports,Puma,SUP100,2668.34,4006.05,Active
PROD00526,Aliquid Home & Kitchen,Home & Kitchen,Philips,SUP167,890.73,1069.02,Active
PROD00527,Totam Groceries,Groceries,Dove,SUP054,1516.39,1909.72,Active
PROD00528,Voluptate Beauty,Beauty,Samsung,SUP042,956.72,1116.56,Active
PROD00529,Tempora Beauty,Beauty,Nike,SUP021,2463.45,2897.75,Active
PROD00530,Voluptatem Clothing,Clothing,Amul,SUP128,3299.68,4000.0,Active
PROD00531,Rerum Home & Kitchen,Home & Kitchen,Dove,SUP105,1511.65,2396.28,Active
PROD00532,Pariatur Home & Kitchen,Home & Kitchen,Nestle,SUP149,2843.22,3631.65,Discontinued
PROD00533,Facere Groceries,Groceries,Dove,SUP028,195.01,285.76,Active
PROD00534,Officia Electronics,Electronics,Amul,SUP069,262.05,367.58,Active
PROD00535,Repellendus Beauty,Beauty,Nike,SUP153,4779.09,7595.17,Active
PROD00536,Dolorum Home & Kitchen,Home & Kitchen,Adidas,SUP016,112.83,145.45,Active
PROD00537,Minus Groceries,Groceries,Nestle,SUP072,807.94,905.94,Active
PROD00538,Aut Sports,Sports,Nestle,SUP034,4012.16,6027.46,Active
PROD00539,Aperiam Beauty,Beauty,LG,SUP180,1943.98,2844.27,Active
PROD00540,Alias Clothing,Clothing,Puma,SUP198,4264.51,6189.86,Active
PROD00541,Molestiae Sports,Sports,Dove,SUP039,283.56,452.23,Active
PROD00542,Voluptatibus Groceries,Groceries,Adidas,SUP103,2024.56,2377.25,Active
PROD00543,Vitae Home & Kitchen,Home & Kitchen,LG,SUP185,746.0,1030.47,Active
PROD00544,Molestiae Home & Kitchen,Home & Kitchen,Samsung,SUP093,1594.22,2305.9,Active
PROD00545,Consectetur Beauty,Beauty,Amul,SUP054,2229.21,2849.52,Active
PROD00546,Quidem Electronics,Electronics,Puma,SUP149,305.65,428.71,Active
PROD00547,At Clothing,Clothing,Samsung,SUP060,247.4,387.76,Active
PROD00548,Molestiae Home & Kitchen,Home & Kitchen,Amul,SUP063,714.29,990.99,Active
PROD00549,Nihil Electronics,Electronics,Philips,SUP076,2295.81,3328.05,Active
PROD00550,Doloribus Electronics,Electronics,Dove,SUP048,3399.29,4891.35,Active
PROD00551,Voluptate Clothing,Clothing,Puma,SUP027,4485.37,5958.98,Active
PROD00552,Accusamus Clothing,Clothing,Nike,SUP079,2924.18,3942.92,Active
PROD00553,Autem Home & Kitchen,Home & Kitchen,Dove,SUP004,4143.72,5164.59,Discontinued
PROD00554,Possimus Electronics,Electronics,Sony,SUP184,1793.72,1992.4,Active
PROD00555,Culpa Beauty,Beauty,Adidas,SUP091,3925.71,5190.64,Active
PROD00556,Illum Beauty,Beauty,Dove,SUP074,548.44,866.56,Active
PROD00557,Quod Sports,Sports,Nestle,SUP110,2159.03,2505.52,Active
PROD00558,Quam Sports,Sports,Philips,SUP149,2541.21,3292.79,Active
PROD00559,Praesentium Electronics,Electronics,Adidas,SUP050,2652.43,3709.6,Active
PROD00560,Quod Beauty,Beauty,Nike,SUP047,697.8,839.8,Active
PROD00561,Maxime Clothing,Clothing,Puma,SUP024,1584.99,2428.66,Active
PROD00562,Minima Beauty,Beauty,Dove,SUP022,2361.28,2694.54,Active
PROD00563,Porro Electronics,Electronics,Amul,SUP042,1079.62,1500.94,Active
PROD00564,Distinctio Clothing,Clothing,Philips,SUP077,4322.84,5373.29,Active
PROD00565,Odit Groceries,Groceries,LG,SUP058,3195.95,4787.74,Active
PROD00566,Minus Groceries,Groceries,Nike,SUP026,1823.33,2850.24,Active
PROD00567,Autem Groceries,Groceries,LG,SUP062,2317.65,2935.83,Active
PROD00568,Necessitatibus Home & Kitchen,Home & Kitchen,Dove,SUP110,2909.94,3635.24,Active
PROD00569,Aut Sports,Sports,Sony,SUP080,1413.77,1863.0,Active
PROD00570,Inventore Home & Kitchen,Home & Kitchen,Nestle,SUP188,4684.45,6991.2,Active
PROD00571,Quod Beauty,Beauty,Nike,SUP014,3218.05,4029.23,Active
PROD00572,Ea Groceries,Groceries,Puma,SUP116,1539.33,2102.43,Active
PROD00573,Dolorum Beauty,Beauty,Puma,SUP198,2061.46,2776.97,Active
PROD00574,Beatae Electronics,Electronics,Philips,SUP148,4732.36,5685.24,Active
PROD00575,Numquam Sports,Sports,Philips,SUP054,2211.89,3187.15,Active
PROD00576,Incidunt Home & Kitchen,Home & Kitchen,Samsung,SUP040,3493.91,4380.1,Active
PROD00577,Et Groceries,Groceries,Nestle,SUP081,4777.8,6886.67,Active
PROD00578,Placeat Sports,Sports,Amul,SUP053,413.71,527.15,Active
PROD00579,Minima Clothing,Clothing,Puma,SUP123,1856.67,2260.45,Active
PROD00580,Aliquid Beauty,Beauty,Samsung,SUP132,3093.05,3850.05,Active
PROD00581,Soluta Groceries,Groceries,Nestle,SUP145,4480.11,6579.01,Active
PROD00582,Adipisci Sports,Sports,Puma,SUP155,1103.94,1384.21,Active
PROD00583,Repellat Clothing,Clothing,Sony,SUP160,1807.65,2145.48,Active
PROD00584,Inventore Clothing,Clothing,Amul,SUP117,395.52,584.8,Active
PROD00585,Sunt Beauty,Beauty,Amul,SUP053,1226.44,1896.22,Active
PROD00586,Iusto Groceries,Groceries,Dove,SUP100,4164.9,5434.22,Active
PROD00587,Sequi Clothing,Clothing,Nestle,SUP053,1962.61,2764.85,Active
PROD00588,Quia Groceries,Groceries,Sony,SUP107,4083.1,4530.28,Active
PROD00589,Tempore Groceries,Groceries,Nike,SUP194,1242.06,1610.7,Active
PROD00590,Deserunt Groceries,Groceries,Sony,SUP147,3638.63,5368.34,Active
PROD00591,Consectetur Beauty,Beauty,Adidas,SUP004,563.85,900.44,Active
PROD00592,Deleniti Clothing,Clothing,Amul,SUP025,571.38,856.18,Active
PROD00593,Ullam Groceries,Groceries,Adidas,SUP111,2591.39,3941.66,Active
PROD00594,Assumenda Electronics,Electronics,LG,SUP023,404.14,600.24,Active
PROD00595,Assumenda Home & Kitchen,Home & Kitchen,Nestle,SUP176,2100.65,2313.28,Active
PROD00596,Placeat Sports,Sports,Philips,SUP169,2039.68,2491.73,Active
PROD00597,Quos Beauty,Beauty,LG,SUP122,2654.35,3134.14,Active
PROD00598,Nesciunt Beauty,Beauty,Dove,SUP089,4051.37,4905.71,Active
PROD00599,Quod Sports,Sports,Dove,SUP172,2692.51,4161.28,Active
PROD00600,Dolor Groceries,Groceries,Nike,SUP129,259.85,364.52,Active
PROD00601,Et Clothing,Clothing,Nike,SUP059,2627.16,3888.26,Discontinued
PROD00602,Delectus Clothing,Clothing,Philips,SUP104,1254.49,1779.23,Active
PROD00603,Atque Home & Kitchen,Home & Kitchen,LG,SUP122,2687.97,3714.68,Active
PROD00604,Aliquam Electronics,Electronics,Philips,SUP019,2800.43,4003.48,Active
PROD00605,Exercitationem Groceries,Groceries,Dove,SUP190,1030.75,1613.92,Active
PROD00606,Ipsam Clothing,Clothing,Amul,SUP188,4314.42,6842.2,Active
PROD00607,Esse Electronics,Electronics,Nike,SUP021,2543.49,3784.83,Active
PROD00608,Quos Clothing,Clothing,Dove,SUP194,2819.29,3488.97,Active
PROD00609,Delectus Electronics,Electronics,Philips,SUP075,1710.18,2407.05,Active
PROD00610,Hic Sports,Sports,LG,SUP104,3787.08,5114.87,Active
PROD00611,Velit Electronics,Electronics,Philips,SUP062,638.13,802.08,Active
PROD00612,Laborum Sports,Sports,Sony,SUP032,2024.58,2942.67,Active
PROD00613,Assumenda Home & Kitchen,Home & Kitchen,LG,SUP080,1086.66,1274.19,Active
PROD00614,Laboriosam Electronics,Electronics,Nike,SUP023,2923.8,3508.72,Active
PROD00615,Quod Clothing,Clothing,Nike,SUP163,2389.31,3151.24,Active
PROD00616,Nesciunt Beauty,Beauty,Sony,SUP156,1244.86,1772.61,Active
PROD00617,Temporibus Groceries,Groceries,Samsung,SUP117,814.09,1057.54,Active
PROD00618,Accusamus Beauty,Beauty,Puma,SUP183,3975.75,6038.97,Active
PROD00619,Tenetur Electronics,Electronics,Nestle,SUP189,1985.98,3003.12,Active
PROD00620,Aliquam Beauty,Beauty,Nestle,SUP135,2982.54,3657.3,Active
PROD00621,Tempora Beauty,Beauty,Nestle,SUP145,3660.56,5016.86,Active
PROD00622,Vero Home & Kitchen,Home & Kitchen,Nike,SUP023,1018.76,1570.9,Active
PROD00623,Aliquid Clothing,Clothing,Dove,SUP113,4573.36,7181.18,Active
PROD00624,Fugit Sports,Sports,Amul,SUP102,89.03,108.44,Active
PROD00625,Eligendi Groceries,Groceries,Nike,SUP036,604.66,896.24,Active
PROD00626,Sunt Home & Kitchen,Home & Kitchen,Adidas,SUP082,2026.02,2934.69,Active
PROD00627,Labore Beauty,Beauty,LG,SUP173,1449.56,2220.75,Active
PROD00628,Aliquid Sports,Sports,Samsung,SUP099,3152.69,3757.49,Active
PROD00629,Distinctio Home & Kitchen,Home & Kitchen,Philips,SUP154,1761.17,2715.59,Active
PROD00630,Aliquid Home & Kitchen,Home & Kitchen,Amul,SUP113,3879.02,4396.54,Active
PROD00631,Delectus Sports,Sports,Puma,SUP009,4119.57,4641.3,Active
PROD00632,Animi Home & Kitchen,Home & Kitchen,Puma,SUP131,2457.87,3829.75,Active
PROD00633,Possimus Clothing,Clothing,Nestle,SUP154,450.29,669.91,Active
PROD00634,Quos Groceries,Groceries,Dove,SUP028,2861.51,3362.64,Active
PROD00635,Voluptates Home & Kitchen,Home & Kitchen,Adidas,SUP168,2831.75,4407.05,Active
PROD00636,Placeat Clothing,Clothing,Nike,SUP184,4168.22,6143.28,Active
PROD00637,Iure Groceries,Groceries,Samsung,SUP085,1312.51,1506.07,Active
PROD00638,Veniam Electronics,Electronics,LG,SUP142,2779.93,4414.47,Active
PROD00639,Sequi Home & Kitchen,Home & Kitchen,Dove,SUP157,4587.02,5297.36,Active
PROD00640,Quas Sports,Sports,Samsung,SUP009,1321.03,1744.46,Active
PROD00641,Voluptate Home & Kitchen,Home & Kitchen,Amul,SUP153,1260.31,1596.98,Active
PROD00642,Nemo Home & Kitchen,Home & Kitchen,Puma,SUP147,4431.14,6302.59,Active
PROD00643,Rem Sports,Sports,Nike,SUP191,2183.68,3128.52,Active
PROD00644,Quisquam Clothing,Clothing,Sony,SUP068,1316.0,1592.93,Active
PROD00645,Nemo Sports,Sports,Nike,SUP164,2094.97,2525.56,Discontinued
PROD00646,Labore Home & Kitchen,Home & Kitchen,Puma,SUP175,1034.47,1599.56,Active
